Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
LGOIR-ACCESORY/SPARE01,EPOXY DERUSHA TUBES,CHANTIER,67,0,0,12,5.58333333,E6R,XX,0,,N/A,,,1159,5,100,0,,[]
18-LOCK-125-XX-XX,CAM LOCKS,USINE/ASSEMBLAGE,6003,0,0,300,20.01,"E4L, BOX 21(2000), BOX 30(3400)",XX,0,,N/A,,,1160,5,100,0,,[]
18-VCMC-124-15-NO,"VIS CMC NOIR 10-24 X 1 1/2""",CHANTIER/USINE,36903,0,0,3130,11.7900959,"E2R,BOX 19, BOX 20",XX,0,,N/A,,,1161,5,100,0,,[]
18-VCMC-832-12-NO,"VIS CMC NOIR 8-32 X 1/2""",CHANTIER/USINE,17896,0,0,8000,2.237,E2R,XX,0,,N/A,,,1162,5,100,0,,[]
18-COIP-011-XX-TR,"CORNER OF TRANSPARENT PLASTIC (11.125"")11 1/8",CHANTIER,5055,0,0,1050,4.81428571,E6R,XX,0,,N/A,,,1163,5,100,0,,[]
LGOIR-LIFTING1,"SLING/Courroie 10""",CHANTIER,9,0,0,1,9,BOX 28,XX,0,,N/A,,,1164,5,100,0,,[]
LGOIR-LIFTING2,"SLING/Courroie 12""",CHANTIER,14,0,0,1,14,BOX 28,XX,0,,N/A,,,1165,5,100,0,,[]
LGOIR-LIFTING3,"SLING/Courroie 14""",CHANTIER,8,0,0,1,8,BOX 26,XX,0,,N/A,,,1166,5,100,0,,[]
LGOIR-LIFTING4,"SLING/Courroie 16""",CHANTIER,18,0,0,1,18,BOX 26,XX,0,,N/A,,,1167,5,100,0,,[]
LGOIR-LIFTING5,"SLING/Courroie 20""",CHANTIER,16,0,0,1,16,BOX 26,XX,0,,N/A,,,1168,5,100,0,,[]
LGOIR-LIFTING6,"SLING/Courroie 8""",CHANTIER,18,0,0,1,18,BOX 28,XX,0,,N/A,,,1169,5,100,0,,[]
LGOIR-PASTE1,Dymonic Amande,CHANTIER,0,0,0,30,0,E5R,-,0,,"VALTEC, PSC",,,1170,5,100,0,,[]
LGOIR-PASTE2,Dymonic Beige,CHANTIER,57,0,0,30,1.9,E5R,45554,-17,46102,"VALTEC, PSC",,,1171,5,100,0,,[]
LGOIR-PASTE3,DYMONIC BLACK,CHANTIER,102,0,0,30,3.4,E4R,45792,221,46340,"VALTEC, PSC",46078,,1172,5,100,0,,[]
LGOIR-PASTE4,DYMONIC BRONZE,CHANTIER,55,0,0,30,1.83333333,E3R,-,0,,"VALTEC, PSC",46086,,1173,5,100,0,,[]
LGOIR-PASTE5,Dymonic FC REDWOOD TAN,CHANTIER,17,0,0,30,0.56666667,E4R,45665,94,46213,"VALTEC, PSC",,,1174,5,100,0,,[]
LGOIR-PASTE6,DYMONIC IVORY,CHANTIER,45,0,0,30,1.5,E3R,46042,471,46590,"VALTEC, PSC",46078,,1175,5,100,0,,[]
LGOIR-PASTE7,DYMONIC LIGHT BRONZE,CHANTIER,31,0,0,30,1.03333333,E3R,45639,68,46187,"VALTEC, PSC",Waiting,,1176,5,100,0,,[]
LGOIR-PASTE8,Dymonic Limestone,CHANTIER,30,0,0,30,1,E3R,45779,208,46327,"VALTEC, PSC",,,1177,5,100,0,,[]
LGOIR-PASTE9,Dymonic Off white,CHANTIER,55,0,0,30,1.83333333,E4R,45996,425,46544,"VALTEC, PSC",46078,,1178,5,100,0,,[]
LGOIR-PASTE10,Dymonic white,CHANTIER,29,0,0,30,0.96666667,E4R,45584,13,46132,"VALTEC, PSC",,,1179,5,100,0,,[]
LGOIR-PASTE11,EPOXY DERUSHA BUSES,CHANTIER,35,0,0,12,2.91666667,E6R,XX,0,,N/A,,,1180,5,100,0,,[]
LGOIR-LITTLE PIECE / FIX1,"Fender Washer PLTD 3/16 1"" OD",USINE/ASSEMBLAGE,160,0,0,40,4,E3C,XX,0,,H.PAULIN,46119,,1181,5,100,0,,[]
LGOIR-93286A011,"ALUMINIUM WASHERS FOR NUMBER 10 SCREW, GENERALPURPOSE, 0.203"" ID, 0.438"" OD,  PACKS OF 100",USINE/ASSEMBLAGE,1000,0,0,100,10,ARMOIRE AVEC CLE,XX,0,,MCMASTER-CARR,46078,,1182,5,100,0,,[]
LGOIR-PROTECTION1,GANTS 10 /GLOVES 10,USINE,25,0,0,1,25,X,XX,0,,TENAQUIP,,,1183,5,100,0,,[]
LGOIR-PROTECTION2,GANTS 6/GLOVES 6,USINE,116,0,0,1,116,X,XX,0,,TENAQUIP,,,1184,5,100,0,,[]
LGOIR-PROTECTION3,GANTS 7/GLOVES 7,USINE,75,0,0,1,75,X,XX,0,,TENAQUIP,,,1185,5,100,0,,[]
LGOIR-PROTECTION4,GANTS 8/GLOVES 8,USINE,13,0,0,1,13,X,XX,0,,TENAQUIP,Waiting,,1186,5,100,0,,[]
LGOIR-PROTECTION5,GANTS 9/GLOVES 9,USINE,67,0,0,1,67,X,XX,0,,TENAQUIP,,,1187,5,100,0,,[]
LGOIR-PLASTIC1,GRAY SHIMS,CHANTIER,523,0,0,0,0,E5C,XX,0,,N/A,,,1188,5,100,0,,[]
LGOIR-TOOL1,GUN A EPOXY,CHANTIER,2,0,0,5,0.4,E6R,XX,0,,N/A,,,1189,5,100,0,,[]
LGOIR-PASTE12,HARDENER,CHANTIER,38,0,0,1,38,E5R,XX,0,,N/A,,,1190,5,100,0,,[]
LGOIR-LITTLE PIECE/ SECURITY3,HEX NUTS 5,USINE,10365,0,0,3000,3.455,E4L,XX,0,,N/A,,,1191,5,100,0,,[]
LGOIR-PROTECTION6,LUNETTES DE PROTECTION,USINE/SAFETY,95,0,0,1,95,X,XX,0,,N/A,,,1192,5,100,0,,[]
LGOIR-LIQUID/MACHINERY1,COOL CUT METAL CUTTING LUBRICANT/LUBRIFIANT DE COUPE POUR METAUX,USINE,26,0,0,30,0.86666667,ETOPC,XX,0,,N/A,,,1193,5,100,0,,[]
18-KEBO-POU-23-BC,KERABOND WHITE,CHANTIER,35,0,0,30,1.16666667,E1L,XX,0,,PROSOL,46086,,1194,5,100,0,,[]
LGOIR-LIQUID2,"KERALASTIC (7,5L)",CHANTIER,2,0,0,1,2,E1L,XX,0,,N/A,,,1195,5,100,0,,[]
18-KELA-LIQ-19-BC,KERALASTIC 5U.S GALS 18.9L,CHANTIER,12,0,0,10,1.2,E1L,XX,0,,PROSOL,46093,,1196,5,100,0,,[]
LGOIR-LITTLE PIECE /SECURITY4,CAMS,ASSEMBLAGE,9690,0,0,1500,6.46,E4L,XX,0,,N/A,,,1197,5,100,0,,[]
LGOIR-TAPE1,painter's tape blue,ASSEMBLAGE/USINE,22,0,0,16,1.375,E5L,XX,0,,N/A,,,1198,5,100,0,,[]
ANCHORPRESS,ANCHOR PRESS(DYNACAST),CHANTIER,8142,0,0,275,29.6072727,CONTAINEUR CHANTIER,XX,0,,N/A,Waiting,,1199,5,100,0,,[]
LGOIR-LIQUID4,Peinture Flat Black,MAGASINIER,1,0,0,6,0.16666667,E6C,XX,0,,AD prevost,,,1200,5,100,0,,[]
LGOIR-LIQUID PM823,Peinture gold,FINITION,11,0,0,12,0.91666667,E6C,XX,0,,AD prevost,,,1201,5,100,0,,[]
LGOIR-BETON1189,ANCRAGE # 3,CHANTIER,1085,0,0,12,90.4166667,X,XX,0,,N/A,,,1202,5,100,0,,[]
18-VCMC-832-12-XX,"VIS CMC NATUREL 8-32 X 1/2""",CHANTIER,0,0,0,7500,0,BOX 19,XX,0,,N/A,,,1203,5,100,0,,[]
LGOIR-BETON/MARBLE10,HILTI BOLT CHEVILLE KB-TZ2 1/2 X 3,CHANTIER,14,0,0,20,0.7,CONTAINER CHANTIER,XX,0,,N/A,,,1204,5,100,0,,[]
LGOIR-TOOL324,EXACTEAU,FINITION,5,0,0,12,0.41666667,ARMOIRE AVEC CLE T4,XX,0,,N/A,,,1205,5,100,0,,[]
LGOIR-LIQUID PM819,Peinture light bronze,FINITION,9,0,0,12,0.75,E6C,XX,0,,AD prevost,,,1206,5,100,0,,[]
LGOIR-RB5473,RUBAN POUR MARCHES,FINITION,1,0,0,12,0.08333333,ARMOIRE AVEC CLE T3,XX,0,,N/A,,,1207,5,100,0,,[]
LGOIR-LIQUID ANOSPEC546,Peinture medium bronze,FINITION,19,0,0,12,1.58333333,E6C,XX,0,,AD prevost,,,1208,5,100,0,,[]
LGOIR-LIQUID10,Peinture Or Metalique,FINITION,3,0,0,12,0.25,E6C,XX,0,,N/A,,,1209,5,100,0,,[]
LGOIR-LITTLE12413,"HEX DRIVE JOINT CONNECTOR CAP NUT 1/4""-20 UNC X 669""LONG STEEL PLATED",FINITION,63,0,0,1,63,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1210,5,100,0,,[]
LGOIR-SHIM316,SHIM JAUNE 3/16,CHANTIER,1200,0,0,100,12,E2C,XX,0,,N/A,,,1211,5,100,0,,[]
LGOIR-PLASTIC2,BIG BROWN PLASTIC PLUGS,CHANTIER,1356,0,0,400,3.39,E6R,XX,0,,N/A,,,1212,5,100,0,,[]
LGOIR-LIQUID13,Polythinner,ASSEMBLAGE/ EXTRUSION/USINE,2,0,0,1,2,E1C,XX,0,,N/A,,,1213,5,100,0,,[]
LGOIR-GAS1,PROPANE FOR FORKLIFT,USINE,4,0,0,1,4,DEHORS,XX,0,,SUPERIEUR PROPANE,46101,,1214,5,100,0,,[]
LGOIR-RUBBER1,Rouleaux de gaskets,ASSEMBLAGE,2,0,0,1,2,ETOPL,XX,0,,N/A,,,1215,5,100,0,,[]
LGOIR-TOOL2,TOURNEVIS/SCREWDRIVER TX-15,CHANTIER,143,0,0,1,143,"E5R, BOX 44, BOX 27",XX,0,,N/A,,,1216,5,100,0,,[]
LGOIR-TOOL3,TOURNEVIS/SCREWDRIVER CMC,CHANTIER,100,0,0,1,100,"E5R, BOX 27",XX,0,,N/A,,,1217,5,100,0,,[]
LGOIR-TOOL4,TOURNEVIS/SCREWDRIVER TX-25,CHANTIER,16,0,0,1,16,E5R,XX,0,,N/A,,,1218,5,100,0,,[]
LGOIR-LITTLE PIECE5,SEE THROUGH PIN,CHANTIER/FINITION,264,0,0,100,2.64,X,XX,0,,N/A,,,1219,5,100,0,,[]
LGOIR-SHIM08,"SHIMS 1/8""",CHANTIER/USINE,2580,0,0,1000,2.58,E2C,XX,0,,N/A,,,1220,5,100,0,,[]
LGOIR-SHIM04,"SHIMS 1/4""",CHANTIER/USINE,6280,0,0,1000,6.28,E2C,XX,0,,PSC,46098,,1221,5,100,0,,[]
LGOIR-SHIM16,"SHIMS 1/16""",CHANTIER/USINE,5457,0,0,1000,5.457,E2C,XX,0,,N/A,,,1222,5,100,0,,[]
LGOIR-PASTE13,SIKAFLEX 1A,CHANTIER/USINE,327,0,0,24,13.625,E2R,46019,448,46567,PSC,46091,,1223,5,100,0,,[]
LGOIR-PASTE14,SILICONE TRANSLUCENT WHITE   DOWSIL,CHANTIER/FINITION,43,0,0,12,3.58333333,E4R,45183,-388,45731,PSC,,,1224,5,100,0,,[]
LGOIR-PASTE15,SILICONE CLEAR DOWSIL,CHANTIER/FINITION,63,0,0,12,5.25,E4R,46699,1128,47247,PSC,,,1225,5,100,0,,[]
LGOIR-PASTE16,Silicone Rustic Brick,CHANTIER,20,0,0,25,0.8,E5R,45748,177,46296,N/A,,,1226,5,100,0,,[]
LGOIR-METAL1,STEEL PLATE FOR CORNER NICHES,CHANTIER,146,0,0,1,146,E1C,XX,0,,Acier Lachine,,,1227,5,100,0,,[]
LGOIR-TIM123,"TIMBERTITE SCREW WOOD FASTENER(TAPCON) 1/4 X 8""  USE 5/16 HEX DRIVER REMOVAVLE  & REUSABLE CERAMIC COATED",CHANTIER,50,0,0,1,50,ARMOIRE SANS CLE T2,XX,0,,N/A,,,1228,5,100,0,,[]
LGOIR-SQ45131,"IRWIN  METAL COMBINATION SQUARE 16"" 40CM",CHANTIER,2,0,0,1,2,ARMOIRE AVEC CLE T4,XX,0,,N/A,,,1229,5,100,0,,[]
LGOIR-BETON1,"TAPCON 1/4"" X 3-1/4",CHANTIER,2489,0,0,2000,1.2445,"E5R, ETOPR",XX,0,,N/A,,,1230,5,100,0,,[]
LGOIR-BETON2,"TAPCON 1/4"" X 2-3/4""",CHANTIER,5308,0,0,1000,5.308,CONTAINEUR CHANTIER,XX,0,,N/A,,,1231,5,100,0,,[]
LGOIR-BETON3,TAPCON  1/2 x 5,CHANTIER,85,0,0,100,0.85,CONTAINEUR CHANTIER,XX,0,,N/A,,,1232,5,100,0,,[]
LGOIR-PASTE17,TENAX,CHANTIER,35,0,0,12,2.91666667,E5R,XX,0,,N/A,,,1233,5,100,0,,[]
LGOIR-METAL2,TENSION TIES,CHANTIER,25,0,0,1,25,E1C,XX,0,,N/A,,,1234,5,100,0,,[]
LGOIR-CARPEINTEER1,VIS A BOIS 8 x 2 1/2,CHANTIER/CRETAGE,5000,0,0,2500,2,E4C,XX,0,,N/A,,,1235,5,100,0,,[]
LGOIR-CARPEINTEER2,VIS A BOIS 8 X 1 1/4'',CHANTIER/CRETAGE,5820,0,0,7500,0.776,E4C,XX,0,,N/A,,,1236,5,100,0,,[]
LGOIR-CARPEINTEER3,"VIS A BOIS 8x 1 3/4""",CHANTIER/CRETAGE,60000,0,0,5000,12,"E4C, CRATAGE",XX,0,,N/A,,,1237,5,100,0,,[]
18-VDOS-058-15-ZC,"VIS DE DOS AUTOPERCEUSE #8 X 5/8"" T. HEX RONDELLE ZINC",ASSEMBLAGE,1327,0,0,100,13.27,E5C,XX,0,,N/A,,,1238,5,100,0,,[]
LGOIR-FIX1 Desormeau tekgc120200,VIS AUTOPERCEUSE T.GAUFREE CARREE ZINC 12-24 UNC X 2 (SEE THROUGH),FINITINON/ASSEMBLAGE,8438,0,0,3000,2.81266667,E4C,XX,0,,N/A,,,1239,5,100,0,,[]
18-VDOS-112-15-ZC / Desormeau TEKHR120150,"VIS DE DOS AUTOPERCEUSES T. HEX, ZINC 12-14X1 1/2",ASSEMBLAGE,12997,0,0,2500,5.1988,E3C,XX,0,,N/A,,,1240,5,100,0,,[]
18-VCMC-124-15-XX,"VIS CMC NATUREL 10-24 X 1  1/2""",CHANTIER,2638,0,0,3000,0.87933333,BOX 19,XX,0,,N/A,,,1241,5,100,0,,[]
18-VCMC-124-15-02,"VIS CMC BRONZE 10-24 X 1 1/2""",CHANTIER,4705,0,0,2500,1.882,E3R,XX,0,,N/A,,,1242,5,100,0,,[]
18-VRTC-5558-832-XX,"VIS PAN COURT TEMPORAIRE POUR ROSETTES 8-32X5/8"" STAINLESS STEEL BQC4555",EXTRUSION,8713,0,0,4000,2.17825,BOX 30,XX,0,,N/A,,,1243,5,100,0,,[]
18-VRTL-6034-832-XX,"VIS PAN LONG TEMPORAIRE POUR ROSETTES 8-32X3/4"" STAINLESS STEEL BQC4560",EXTRUSION,44000,0,0,4000,11,BOX 31,XX,0,,N/A,,,1244,5,100,0,,[]
18-VTRX-832-12-XX,"VIS TORX NATUREL 8-32 X 1/2""",CHANTIER,2811,0,0,10000,0.2811,BOX 19,XX,0,,N/A,,,1245,5,100,0,,[]
18-VTRX-124-15-XX,"VIS TORX NATUREL 10-24 X 1 1/2""",CHANTIER,0,0,0,4500,0,BOX 19,XX,0,,N/A,,,1246,5,100,0,,[]
18-VTRX-124-15-NO,"VIS TORX NOIR 10-24 X 1 1/2""",CHANTIER,82606,0,0,4450,18.5631461,"E2R,BOX 12, BOX 20, BOX 21, BOX 25",XX,0,,N/A,,,1247,5,100,0,,[]
18-VTRX-124-78-NO,"VIS TORX NOIR 10-24 X 7/8""",CHANTIER,97822,0,0,4000,24.4555,"E2R, BOX 20",XX,0,,N/A,,,1248,5,100,0,,[]
18-VTRX-832-12-NO,"VIS TORX NOIR 8-32 X 1/2""",CHANTIER,123762,0,0,15000,8.2508,"E2R,BOX 21",XX,0,,N/A,,,1249,5,100,0,,[]
LGOIR-BETON/MARBLE4,"WEDGE BOLTS 1/2X7""",CHANTIER,6,0,0,1,6,CONTAINEUR CHANTIER,XX,0,,N/A,,,1250,5,100,0,,[]
LGOIR-BETON/MARBLE5,"WEDGE BOLTS 1/2X6""",CHANTIER,8,0,0,1,8,CONTAINEUR CHANTIER,XX,0,,N/A,,,1251,5,100,0,,[]
LGOIR-BETON/MARBLE6,"WEDGE BOLTS 1/2X4""",CHANTIER,8,0,0,1,8,CONTAINEUR CHANTIER,XX,0,,N/A,,,1252,5,100,0,,[]
LGOIR-BETON/MARBLE7,"WEDGE BOLTS 5/8""X6""",CHANTIER,12,0,0,1,12,CONTAINEUR CHANTIER,XX,0,,N/A,,,1253,5,100,0,,[]
LGOIR-BETON/MARBLE8,"WEDGE BOLTS 10XKB3/4""X4 3/4""",CHANTIER,42,0,0,1,42,CONTAINEUR CHANTIER,XX,0,,N/A,,,1254,5,100,0,,[]
LGOIR-BETON/MARBLE9,"WEDGE BOLTS 1/2""X4 1/2""",CHANTIER,100,0,0,1,100,CONTAINEUR CHANTIER,XX,0,,N/A,,,1255,5,100,0,,[]
LGOIR-BETON/MARBLE10,"WEDGE BOLTS 3/8"" X3 3/4",CHANTIER,325,0,0,50,6.5,E2R,XX,0,,N/A,,,1256,5,100,0,,[]
LGOIR-SECURITY1,KEYS # 088,CHANTIER/USINE,11813,0,0,1,11813,TANK BLEU A COTE DE LA PORTE D'ENTR�E,XX,0,,N/A,,,1257,5,100,0,,[]
18-ROSE-FCI-10-41,ROSETTE FLORALE CARRE INTERIEUR 1 PATTE FINI ANTIQUE BRONZE,CHANTIER/USINE,3550,0,0,450,7.88888889,"E2L,BOX 12(450)",XX,0,,N/A,,,1258,5,100,0,,[]
18-ROSE-FCI-00-41,ROSETTE FLORALE CARRE INTERIEUR 0 PATTE FINI ANTIQUE BRONZE,CHANTIER/USINE,877,0,0,450,1.94888889,E3L,XX,0,,N/A,,,1259,5,100,0,,[]
18-ROSE-FCI-20-41,ROSETTE FLORALE CARRE INTERIEUR 2 PATTES FINI ANTIQUE BRONZE,CHANTIER/USINE,1565,0,0,450,3.47777778,"E2L, BOX 51",XX,0,,N/A,,,1260,5,100,0,,[]
18-ROSE-FCI-30-41,ROSETTE FLORAL CARRE INTERIEUR 3 PATTES FINI ANTIQUE BRONZE,CHANTIER/USINE,4345,0,0,450,9.65555556,"E2L, BOX 34(900)",XX,0,,N/A,,,1261,5,100,0,,[]
18-ROSE-FCI-40-41,ROSETTE FLORAL CARRE INTERIEUR 4 PATTES FINI ANTIQUE BRONZE,CHANTIER/USINE,6584,0,0,450,14.6311111,E2L,XX,0,,DECOSPEC,46093,,1262,5,100,0,,[]
18-ROSE-SUP-M1-40,SUPPORT ROSETTE EXTERIEURS MACHINE T1 FINI NATUREL,CHANTIER/USINE,257,0,0,450,0.57111111,E3L,XX,0,,N/A,,,1263,5,100,0,,[]
18-ROSE-FRE-00-41 (BJ1127),"ROSETTE BJ1127 ANTIC BRASS ROSETTE FLORALE RONDE ALUMINIUM 3,5CM (JORDA)",CHANTIER,5111,0,0,1000,5.111,BOX 33,XX,0,,N/A,,,1264,5,100,0,,[]
18-ROSE-FCI-05-41,ROSETTE FLORAL CARRE INTERIEUR ANTIQUE BRONZE 0 PATTES AVEC CLE,CHANTIER,4114,0,0,450,9.14222222,"E3L, BOX 12(450)",XX,0,,N/A,,,1265,5,100,0,,[]
LGOIR-TOOL5,TAPE A MESURER DEWALT 16',USINE,6,0,0,1,6,ARMOIRE AVEC CLE T2,XX,0,,N/A,,,1266,5,100,0,,[]
LGOIR-LITTLE PIECE6,"ZINC-PLATED STEEL COUPLING NUT,LOW STREGHT, 10-32 X 5/16 X 3/4L THREAD SIZE",FINITION,160,0,0,10,16,ARMOIRE WITH LOCK,XX,0,,N/A,,,1267,5,100,0,,[]
LGOIR-TAPE2,RED TUCK TAPE,CRATAGE,14,0,0,1,14,E5L,XX,0,,N/A,,,1268,5,100,0,,[]
18-TRAM-24V-5A-SE,Transformateur 120 W 24 Volts DC - 5 Amp�res 4 SORTIES MOLEX (SEP),CHANTIER/ELECTRIQUE,49,0,0,1,49,ARMOIRE DU M. ELCTRIQUE,XX,0,,SEP,46119,,1269,5,100,0,,[]
18-RLED-200-03-SE,RONDELLE ELECTRIQUE,CHANTIER/ELECTRIQUE,15,0,0,1,15,ARMOIRE DU M. ELECTRIQUE,XX,0,,N/A,,,1270,5,100,0,,[]
LGOIR-TAPE3,WHITE MASKING TAPE,USINE,38,0,0,1,38,E5L,XX,0,,N/A,,,1271,5,100,0,,[]
LGOIR-BETON11,"ZINC PIN DRIVE ANCHOR 1/4""X2""",CHANTIER,1399,0,0,100,13.99,CONTAINEUR CHANTIER,XX,0,,N/A,,,1272,5,100,0,,[]
18-ROSE-FCI-20-43,ROSETTE FLORALE CARRE INTERIEUR 2 PATTES GOLD,CHANTIER,73,0,0,100,0.73,BOX 12,XX,0,,N/A,,,1273,5,100,0,,[]
18-ROSE-FCI-40-43,ROSETTE FLORALE CARRE INTERIEUR 4 PATTES GOLD,CHANTIER,188,0,0,450,0.41777778,BOX 12,XX,0,,N/A,,,1274,5,100,0,,[]
18-BLED-200-10-SE,BARRE LED 10`WARM WHITE SEMI FLEXIBLE,CHANTIER/USINE,1722,0,0,120,14.35,ARMOIRE DU M. ELECTRIQUE,XX,0,,SEP,46119,,1275,5,100,0,,[]
18-BLED-200-06-SE,"BARRE LED 6,75"" WARM WHITE SEMI FLEXIBLE",CHANTIER/USINE,1507,0,0,60,25.1166667,ARMOIRE DU M ELECTRIQUE,XX,0,,SEP,46077,,1276,5,100,0,,[]
LGOIR-PACKING1,BLOWN STRETCH FILM 18in X 1500'(TAPE TRANSPARENT A EMBALLER),CRATAGE,4,0,0,4,1,CONTAINEUR CHANTIER,XX,0,,ULINE,,,1277,5,100,0,,[]
LGOIR-PACKING2,"BANDING FILM 3"" X 1500'(TAPE TRANSPARENT A EMBALLER)",USINE,93,0,0,18,5.16666667,ETOPL,XX,0,,N/A,,,1278,5,100,0,,[]
LGOIR-PASTE18,LOCTITE MARINE GRADE ANTI-SEIZE 207ml,CHANTIER,89,0,0,6,14.8333333,E6R,XX,0,,N/A,,,1279,5,100,0,,[]
LGOIR-PLASTIC3,CORNER OF TRANSPARENT PLASTIC (11.875),CHANTIER,50,0,0,50,1,E6R,XX,0,,N/A,,,1280,5,100,0,,[]
18-COIP-013-XX-TR,CORNER OF TRANSPARENT PLASTIC (13.135),CHANTIER,997,0,0,600,1.66166667,E6R,XX,0,,N/A,,,1281,5,100,0,,[]
