Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
18-CMCA-26M-14-01,"Extrusion 0 5/8"" - CMCA-26 - Machin� 14"" - Mill Finish",EXTRUSION,1661,0,0,0,5.53666667,BIN 2,XX,0,,N/A,,,1631,5,100,0,,[]
18-CMCA-26M-20-24,"Extrusion 0 5/8"" - CMCA-26 - Machin� 20"" - Marbletech Arabescato",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1632,5,100,0,,[]
18-CMCA-26S-10-01,"Extrusion 0 5/8"" - CMCA-26 - Standard 10,5' - Mill Finish",EXTRUSION,428,0,0,0,1.42666667,BIN 2,XX,0,,N/A,,,1633,5,100,0,,[]
18-CMCA-26S-10-20,"Extrusion 0 5/8"" - CMCA-26 - Standard 10,5' - Marbletech Travertin",EXTRUSION,128,0,0,0,0.42666667,BIN 2,XX,0,,N/A,,,1634,5,100,0,,[]
18-CMCA-26S-10-21,"Extrusion 0 5/8"" - CMCA-26 - Standard 10,5' - Marbletech White Marble",EXTRUSION,232,0,0,0,0.77333333,BIN 2,XX,0,,N/A,,,1635,5,100,0,,[]
18-CMCA-26S-10-24,"Extrusion 0 5/8"" - CMCA-26 - Standard 10,5' - Marbletech Arabescato",EXTRUSION,19,0,0,0,0.06333333,BIN 2,XX,0,,N/A,,,1636,5,100,0,,[]
18-CMCA-26X-12-01,"Extrusion 0 5/8"" - CMCA-26 - Coupe Interne SHOP 12"" - Mill Finish",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1637,5,100,0,,[]
18-CMCA-26X-12-24,"Extrusion 0 5/8"" - CMCA-26 - Coupe Interne SHOP 12"" - Marbletech Arabescato",EXTRUSION,17,0,0,0,0.05666667,BIN 2,XX,0,,N/A,,,1638,5,100,0,,[]
18-CMCA-30S-10-02,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Light Bronze",EXTRUSION,21,0,0,0,0.07,BIN 2,XX,0,,N/A,,,1639,5,100,0,,[]
18-CMCA-30S-10-04,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Gold",EXTRUSION,14,0,0,0,0.04666667,BIN 2,XX,0,,N/A,,,1640,5,100,0,,[]
18-CMCA-30S-10-05,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Champagne",EXTRUSION,6,0,0,0,0.02,BIN 2,XX,0,,N/A,,,1641,5,100,0,,[]
18-CMCA-30S-10-06,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Satin Clair",EXTRUSION,6,0,0,0,0.02,BIN 2,XX,0,,N/A,,,1642,5,100,0,,[]
18-CMCA-30S-10-07,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Noir",EXTRUSION,4,0,0,0,0.01333333,BIN 2,XX,0,,N/A,,,1643,5,100,0,,[]
18-CMCA-30S-10-20,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Marbletech Travertin",EXTRUSION,14,0,0,0,0.04666667,BIN 2,XX,0,,N/A,,,1644,5,100,0,,[]
18-CMCA-30S-10-21,"Extrusion 45 DG - CMCA-30 - Standard 10,5' - Marbletech White Marble",EXTRUSION,10,0,0,0,0.03333333,BIN 2,XX,0,,N/A,,,1645,5,100,0,,[]
18-CMCA-30S-21-03,"Extrusion 45 DG - CMCA-30 - Standard 21,0' - Dark Bronze",EXTRUSION,75,0,0,0,0.25,BIN 2,XX,0,,N/A,,,1646,5,100,0,,[]
18-CMCA-35S-21-01,"Extrusion 45 DG - CMCA-35 - Standard 21,0' - Mill Finish",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1647,5,100,0,,[]
18-CMCA-35S-21-02,"Extrusion 0 5/8"" - CMCA-05 - Machin� 12"" - Light Bronze",EXTRUSION,0,0,0,0,0,"BOX 48, BOX 49, BOX 50",XX,0,,N/A,,,1648,5,100,0,,[]
18-CMCA-35S-21-03,"Extrusion 45 DG - CMCA-35 - Standard 21,0' - Dark Bronze",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1649,5,100,0,,[]
18-CMCA-40S-10-02,"Extrusion 1 1/4"" - CMCA-40 - Standard 10,5' - Light Bronze",EXTRUSION,25,0,0,0,0.08333333,BIN 2,XX,0,,N/A,,,1650,5,100,0,,[]
18-CMCA-40S-10-06,"Extrusion 1 1/4"" - CMCA-40 - Standard 10,5' - Satin Clair",EXTRUSION,4,0,0,0,0.01333333,BIN 2,XX,0,,N/A,,,1651,5,100,0,,[]
18-CMCA-40S-21-03,"Extrusion 1 1/4"" - CMCA-40 - Standard 21,0' - Dark Bronze",EXTRUSION,29,0,0,0,0.09666667,BIN 2,XX,0,,N/A,,,1652,5,100,0,,[]
18-CMCA-40S-21-04,"Extrusion 1 1/4"" - CMCA-40 - Standard 21,0' - Gold",EXTRUSION,14,0,0,0,0.04666667,BIN 2,XX,0,,N/A,,,1653,5,100,0,,[]
18-CMCA-40S-21-07,"Extrusion 1 1/4"" - CMCA-40 - Standard 21,0' - Noir",EXTRUSION,9,0,0,0,0.03,BIN 2,XX,0,,N/A,,,1654,5,100,0,,[]
18-CMCA-50S-10-01,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Mill Finish",EXTRUSION,298.1,0,0,0,0.99366667,BIN 2,XX,0,,N/A,,,1655,5,100,0,,[]
18-CMCA-50S-10-02,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Light Bronze",EXTRUSION,322.41,0,0,0,1.0747,BIN 2,XX,0,,N/A,,,1656,5,100,0,,[]
18-CMCA-50S-10-03,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Dark Bronze",EXTRUSION,8,0,0,0,0.02666667,BIN 2,XX,0,,N/A,,,1657,5,100,0,,[]
18-CMCA-50S-10-06,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Satin Clair",EXTRUSION,38,0,0,0,0.12666667,BIN 2,XX,0,,N/A,,,1658,5,100,0,,[]
18-CMCA-50S-10-07,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Noir",EXTRUSION,0.08,0,0,0,0.00026667,BIN 2,XX,0,,N/A,,,1659,5,100,0,,[]
18-CMCA-50S-10-20,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Marbletech Travertin",EXTRUSION,34,0,0,0,0.11333333,BIN 2,XX,0,,N/A,,,1660,5,100,0,,[]
18-CMCA-50S-10-21,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Marbletech White Marble",EXTRUSION,4,0,0,0,4,ARMOIRE AVEC CLE T2,XX,0,,N/A,,,1661,5,100,0,,[]
18-CMCA-50S-10-24,"Poteaux 0 7/16"" - CMCA-50 - Standard 10,5' - Marbletech Arabescato",EXTRUSION,38,0,0,0,0.12666667,BIN 2,XX,0,,N/A,,,1662,5,100,0,,[]
18-5005-410-0F-01,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 0F - Mill Finish",FEUILLES,30,0,0,0,0.6,BIN 1,XX,0,,N/A,,,1663,5,100,0,,[]
18-5005-410-1F-02,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 1F - Light Bronze",FEUILLES,128,0,0,0,2.56,BIN 1,XX,0,,N/A,,,1664,5,100,0,,[]
18-5005-410-1F-03,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 1F - Dark Bronze",FEUILLES,8,0,0,0,0.16,BIN 1,XX,0,,N/A,,,1665,5,100,0,,[]
18-5005-410-1F-07,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 1F - Noir",FEUILLES,0,0,0,0,0,BIN 1,XX,0,,N/A,,,1666,5,100,0,,[]
18-5005-410-1F-30,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 1F - Bronze Antique",FEUILLES,2,0,0,0,0.04,BIN 1,XX,0,,N/A,,,1667,5,100,0,,[]
18-5005-410-2F-02,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 2F - Light Bronze",FEUILLES,131,0,0,0,2.62,BIN 1,XX,0,,N/A,,,1668,5,100,0,,[]
18-5005-410-2F-04,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 2F - Gold",FEUILLES,18,0,0,0,0.36,BIN 1,XX,0,,N/A,,,1669,5,100,0,,[]
18-5005-410-2F-06,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 2F - Satin Clair",FEUILLES,69,0,0,0,1.38,BIN 1,XX,0,,N/A,,,1670,5,100,0,,[]
18-5005-410-2F-07,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/8"" - 2F - Noir",FEUILLES,10,0,0,0,0.2,BIN 1,XX,0,,N/A,,,1671,5,100,0,,[]
18-5052-451-2F-20,"Feuille Aluminium 5052 - 4,5' x 10,0' - 1/8"" - 2F - Marbletech Travertin",FEUILLES,27,0,0,0,0.54,BIN 1,XX,0,,N/A,,,1672,5,100,0,,[]
18-5052-451-2F-21,"Feuille Aluminium 5052 - 4,5' x 10,0' - 1/8"" - 2F - Marbletech White Marble",FEUILLES,49,0,0,0,0.98,BIN 1,XX,0,,N/A,,,1673,5,100,0,,[]
18-5052-451-2F-24,"Feuille Aluminium 5052 - 4,5' x 10,0' - 1/8"" - 2F - Marbletech Arabescato",FEUILLES,98,0,0,0,1.96,BIN 1,XX,0,,N/A,,,1674,5,100,0,,[]
18-5052-510-0F-01,"Feuille Aluminium 5052 - 5,0' x 10,0' - 1/8"" - 0F - Mill Finish",FEUILLES,112,0,0,0,2.24,BIN 1,XX,0,,N/A,,,1675,5,100,0,,[]
18-5210-510-0F-01,"Feuille Aluminium 5052 - 5,0' x 10,0' - 1/10"" - 0F - Mill Finish",FEUILLES,100,0,0,0,2,BIN 1,XX,0,,N/A,,,1676,5,100,0,,[]
18-5526-410-0F-01,"Feuille Aluminium 5052 - 4,0' x 10,0' - 1/16"" - 0F - Mill Finish",FEUILLES,97,0,0,0,1.94,BIN 1,XX,0,,N/A,,,1677,5,100,0,,[]
18-FILL-410-1F-02,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/32"" - 1F - Light Bronze",FEUILLES,24,0,0,0,0.48,BIN 1,XX,0,,N/A,,,1678,5,100,0,,[]
18-FILL-410-1F-03,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/32"" - 1F - Dark Bronze",FEUILLES,59,0,0,0,1.18,BIN 1,XX,0,,N/A,,,1679,5,100,0,,[]
18-TIGF-124-12-01,TIGE FILLETE - 10-24 X12.0' MILL FINISH,FINITION,137,0,0,0,2.74,BIN1 TABLE,XX,0,,FASTENAL,46085,,1680,5,100,0,,[]
LGOIR-PASTE21,SILICONE  BRONZE DOWSIL,CHANTIER,20,0,0,0,1.66666667,E3R,XX,0,,VALTEC,,,1681,5,100,0,,[]
LGOIR-TOOL45,HUSKY ROUND HEADED RACHET / CLE A DOUILLE A CLIQUET A TETE RONDE,ASSEMBLAGE,2,0,0,0,0.00666667,ARMOIRE AVEC CLE T4,XX,0,,N/A,,,1682,5,100,0,,[]
LGOIR-UNION-6-MM,"RALLONGE DE TRASNFO 6"" M-M",ELECTRIQUE,206,0,0,0,206,BIN 3,XX,0,,N/A,,,1683,5,100,0,,[]
LGOIR-TOOL4410,BITES DE TOURNEVIS CMC,CHANTIER,623,0,0,0,623,BOX 27,XX,0,,N/A,,,1684,5,100,0,,[]
18-ROSE-PCI-40-47,"Rosette - Pyramidal Carr� Int�rieur - 4,0 PEGS - Noir",CHANTIER,49,0,0,0,0.10888889,BOX 44,XX,0,,N/A,,,1685,5,100,0,,[]
18-ROSE-PCI-20-47,"Rosette - Pyramidal Carr� Int�rieur - 2,0 PEGS - Noir",CHANTIER,43,0,0,0,0.09555556,BOX 44,XX,0,,N/A,,,1686,5,100,0,,[]
18-FILL-410-1F-05,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/32"" - 1F - Champagne",FEUILLES,8,0,0,0,0.16,BIN 1,XX,0,,N/A,,,1687,5,100,0,,[]
18-FILL-410-1F-06,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/32"" - 1F - Satin Clair",FEUILLES,3,0,0,0,0.06,BIN 1,XX,0,,N/A,,,1688,5,100,0,,[]
18-FILL-410-1F-07,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/32"" - 1F - Noir",FEUILLES,5,0,0,0,0.1,BIN 1,XX,0,,N/A,,,1689,5,100,0,,[]
18-FILL-410-2F-04,"Feuille Aluminium 5005 - 4,0' x 10,0' - 1/32"" - 2F - Gold",FEUILLES,4,0,0,0,0.08,BIN 1,XX,0,,N/A,,,1690,5,100,0,,[]
18-ROSE-PCI-40-72,ROSETTE PYRAMIDAL EN X NOIR ET ETAIN,CHANTIER,92,0,0,0,0.20444444,BOX 51,XX,0,,N/A,,,1691,5,100,0,,[]
18-CMCA-01C-18-02,"Extrusion 1 1/2"" - CMCA-01 - Curved 18"" - Light Bronze",EXTRUSION,20,0,0,0,0.08,BIN 2,XX,0,,N/A,,,1692,5,100,0,,[]
18-CMCA-01C-24-02,"Extrusion 1 1/2"" - CMCA-01 - Curved 24"" - Light Bronze",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1693,5,100,0,,[]
18-CMCA-01C-24-03,"Extrusion 1 1/2"" - CMCA-01 - Curved 24"" - Dark Bronze",EXTRUSION,359,0,0,0,7.18,BIN 2,XX,0,,N/A,,,1694,5,100,0,,[]
18-CMCA-01C-24-04,"Extrusion 1 1/2"" - CMCA-01 - Curved 24"" - Gold",EXTRUSION,66,0,0,0,1.32,BIN 2,XX,0,,N/A,,,1695,5,100,0,,[]
18-CMCA-01C-24-06,"Extrusion 1 1/2"" - CMCA-01 - Curved 24"" - Satin Clair",EXTRUSION,32,0,0,0,0.64,BIN 2,XX,0,,N/A,,,1696,5,100,0,,[]
18-CMCA-01C-24-07,"Extrusion 1 1/2"" - CMCA-01 - Curved 24"" - Black",EXTRUSION,33,0,0,0,0.66,BIN 2,XX,0,,N/A,,,1697,5,100,0,,[]
18-CMCA-01C-24-30,"Extrusion 1 1/2"" - CMCA-01 - Curved 24"" - Bronze Antique",EXTRUSION,7,0,0,0,0.14,BIN 2,XX,0,,N/A,,,1698,5,100,0,,[]
18-CMCA-01K-10-02,"Extrusion 1 1/2"" - CMCA-01 - Convex 10"" - Light Bronze",EXTRUSION,63,0,0,0,1.26,BIN 2,XX,0,,N/A,,,1699,5,100,0,,[]
18-CMCA-01K-10-03,"Extrusion 1 1/2"" - CMCA-01 - Convex 10"" - Dark Bronze",EXTRUSION,24,0,0,0,0.48,BIN 2,XX,0,,N/A,,,1700,5,100,0,,[]
18-CMCA-01K-10-04,"Extrusion 1 1/2"" - CMCA-01 - Convex 10"" - Gold",EXTRUSION,41,0,0,0,0.82,BIN 2,XX,0,,N/A,,,1701,5,100,0,,[]
18-CMCA-01K-10-06,"Extrusion 1 1/2"" - CMCA-01 - Convex 10"" - Satin Clair",EXTRUSION,56,0,0,0,1.12,BIN 2,XX,0,,N/A,,,1702,5,100,0,,[]
18-CMCA-01K-10-07,"Extrusion 1 1/2"" - CMCA-01 - Convex 10"" - Black",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1703,5,100,0,,[]
18-CMCA-01K-10-30,"Extrusion 1 1/2"" - CMCA-01 - Convex 10"" - Bronze Antique",EXTRUSION,15,0,0,0,0.3,BIN 2,XX,0,,N/A,,,1704,5,100,0,,[]
18-CMCA-01V-14-02,"Extrusion 1 1/2"" - CMCA-01 - Concave 14,5"" - Light Bronze",EXTRUSION,117,0,0,0,2.34,BIN 2,XX,0,,N/A,,,1705,5,100,0,,[]
18-CMCA-01V-14-03,"Extrusion 1 1/2"" - CMCA-01 - Concave 14,5"" - Dark Bronze",EXTRUSION,208,0,0,0,4.16,BIN 2,XX,0,,N/A,,,1706,5,100,0,,[]
18-CMCA-01V-14-06,"Extrusion 1 1/2"" - CMCA-01 - Concave 14,5"" - Satin Clair",EXTRUSION,5,0,0,0,0.1,BIN 2,XX,0,,N/A,,,1707,5,100,0,,[]
18-CMCA-01V-14-30,"Extrusion 1 1/2"" - CMCA-01 - Concave 14,5"" - Bronze Antique",EXTRUSION,12,0,0,0,0.24,BIN 2,XX,0,,N/A,,,1708,5,100,0,,[]
3/816X21/4,STUDS,CHANTIER,107100,0,0,0,107.1,"CONTAINER CHANTIER, BOX 37(10000), BOX 38(9000), BOX 39(9000)",XX,0,,N/A,,,1709,5,100,0,,[]
LGOIR-shims90,SHIMS NOIRES RECTANGULAIRES,USINE,1352,0,0,0,1,ETOPC,XX,0,,N/A,,,1710,5,100,0,,[]
3/816UNC,HEX NUTS POUR STUD,CHANTIER,55800,0,0,0,55800,"CONTAINEUR DU CHANTIER,   BOX 43(39000)",XX,0,,N/A,,,1711,5,100,0,,[]
LGOIR-REVCUTOOL123,CUT OFF TOOL/ OUTILS DE COUPE,USNIE,1,0,0,0,1,ARMOIRE AVEC CLE T3,XX,0,,N/A,,,1712,5,100,0,,[]
LGOIR-LIQUID11SC,PEINTURE SATIN CLAIR,USINE,12,0,0,0,1,E6C,XX,0,,N/A,,,1713,5,100,0,,[]
18-ANGL-202-135-01,"Quincaillerie - Angle M�tal 137 degr�s - 2"" x 2"" x 1/2"" - Mill Finish",QUINCAILLERIE/EXTRUSION,44,0,0,0,44,B0X 18,XX,0,,N/A,,,1714,5,100,0,,[]
LGOIR-CAVGO-1245,CACHE VIS GOLD,USINE,52,0,0,0,52,ARMOIRE AVEC CLE T2,XX,0,,TBD,46077,,1715,5,100,0,,[]
18-ANGL-202-119-01,"Quincaillerie - Angle M�tal 119 degr�s - 2"" x 2"" x 1/2"" - Mill Finish",QUINCAILLERIE/EXTRUSION,0,0,0,0,0,DESK,XX,0,,N/A,,,1716,5,100,0,,[]
LGOIR-HCOMB,PLAQUE DE CARTON HONEYCOMB,CRATAGE,0,0,0,0,0,CRATAGE,XX,0,,ULINE,46077,,1717,5,100,0,,[]
LGOIR-CRCLFI5,"CLOUS DE FINITION CALIBRE 18 1-1/4""",CRATAGE,45000,0,0,0,9,CARTAGE,XX,0,,AGRAFBEC,46079,,1718,5,100,0,,[]
18-CMCA-40S-10-04,"Extrusion 1 1/4"" - CMCA-40 - Standard 10,0' - Gold",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,DAJCOR,46101,,1719,5,100,0,,[]
18-PIC-021-0505-02,"Tube en aluminium carre de block de curve inverse 21' x� 0.5""x 0.5"" Light bronze",ASSEMBLAGE,0,0,0,0,0,B8-PROD,XX,0,,Details,,,1720,5,100,0,,[]
18-PIC-021-0505-XX,"Tube en aluminium carre de block de curve inverse 21' x� 0.5""x 0.5"" Mill finish",ASSEMBLAGE,0,0,0,0,0,B8-PROD,XX,0,,N/A,,,1721,5,100,0,,[]
18-PIC-105-0505-02,"Tube en aluminium carre de block de curve inverse 10' x� 0.5""x 0.5"" Light bronze",ASSEMBLAGE,0,0,0,0,0,B8-PROD,XX,0,,N/A,,,1722,5,100,0,,[]
18-TABC-BIC-22-02,"Tablette courbe inverse THBIC 22.5 - 22 1/4"" X 22 1/4"" X 1/8"" - 1 face - Light bronze",ASSEMBLAGE,40,0,0,0,40,B8-PROD,XX,0,,N/A,,,1723,5,100,0,,[]
18-TABC-TIC-22-02,"Tablette courbe inverse TIC 22.5 - 22 3/8"" X 22 3/8"" X 1/8"" - 2 faces - Light bronze",ASSEMBLAGE,150,0,0,0,150,B8-PROD,XX,0,,N/A,,,1724,5,100,0,,[]
18-TABC-BAC-24-02,"Tablette courbe THBAC 24 - 17 3/4"" X 23 1/16"" X 1/8"" - 1 face - Light bronze",ASSEMBLAGE,34,0,0,0,34,B8-PROD,XX,0,,N/A,,,1725,5,100,0,,[]
18-5005-510-1F-02,"Feuille Aluminium 5005 - 5,0' x 10,0' - 1/8"" - 1F - Light Bronze",FEUILLES,36,0,0,0,0.72,BIN 1,XX,0,,N/A,,,1726,5,100,0,,[]
18-5005-510-2F-02,"Feuille Aluminium 5005 - 5,0' x 10,0' - 1/8"" - 2F - Light Bronze",FEUILLES,32,0,0,0,0.64,BIN 1,XX,0,,N/A,,,1727,5,100,0,,[]
18-5005-510-2F-03,"Feuille Aluminium 5005 - 5,0' x 10,0' - 1/8"" - 2F - Dark Bronze",FEUILLES,4,0,0,0,0.08,BIN 1,XX,0,,N/A,,,1728,5,100,0,,[]
18-5005-510-0F-01,"Feuille Aluminium 5005 - 5,0' x 10,0' - 1/8"" - 0F - Mill Finish",FEUILLES,10,0,0,0,0.2,BIN 1,XX,0,,N/A,,,1729,5,100,0,,[]
18-5005-510-0F-02,"Feuille Aluminium 5005 - 5,0' x 10,0' - 1/8"" - 0F - Light Bronze",FEUILLES,0,0,0,0,0,BIN 1,XX,0,,N/A,,,1730,5,100,0,,[]
18-TABL-DEV-12-02,"Tablette standard - DEV12 - 11 3/5"" x 11 7/8''- Light bronze",ASSEMBLAGE,50,0,0,0,50,B8-PROD,XX,0,,N/A,,,1731,5,100,0,,[]
18-TABL-DEX-12-02,"Tablette standard - DE12 - 11 9/16"" x 11 15/16''- Light bronze",ASSEMBLAGE,46,0,0,0,46,B8-PROD,XX,0,,N/A,,,1732,5,100,0,,[]
18-TABL-DXX-12-02,"Tablette standard - D12 - 11 9/16"" x 11 5/8''- Light bronze",ASSEMBLAGE,23,0,0,0,23,B8-PROD,XX,0,,N/A,,,1733,5,100,0,,[]
LGOIR-REVOLUTION / SPARE21,DISQUE A ABRASIF 60+,ASSEMBLAGE,100,0,0,0,2,ARMOIRE AVEC CLE,XX,0,,N/A,46093,,1734,5,100,0,,[]
LGOIR-REVOLUTION / SPARE22,DISQUE A ABRASIF 36+,ASSEMBLAGE,100,0,0,0,2,ARMOIRE AVEC CLE,XX,0,,N/A,46093,,1735,5,100,0,,[]
18-ANGL-202-139-01,"Quincaillerie - Angle M�tal 139 degr�s - 2"" x 2"" x 1/2"" - Mill Finish",QUINCAILLERIE/EXTRUSION,30,0,0,0,30,B0X 18,XX,0,,N/A,,,1736,5,100,0,,[]